Country,Code,Indicator,IndicatorCode,Year,Value
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0228837581696015
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,9.37290679895594
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.010530358990424
"Micronesia, Fed. Sts.",FSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Gabon,GAB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,20.7790844234324
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.393201438254935
Ghana,GHA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0690446562445188
Guinea,GIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
"Gambia, The",GMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Guinea-Bissau,GNB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Equatorial Guinea,GNQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.78177242688538
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0284858105864621
Grenada,GRD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Greenland,GRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Guatemala,GTM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.183381615713469
Guyana,GUY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
High income,HIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.586214436893388
"Hong Kong SAR, China",HKG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Honduras,HND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Heavily indebted poor countries (HIPC),HPC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,1.16007098006678
Haiti,HTI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Hungary,HUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.216572391300928
IBRD only,IBD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.76621313800932
IDA & IBRD total,IBT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.8853133839531
IDA total,IDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.12068679289174
IDA blend,IDB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,6.88349625170773
Indonesia,IDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.9664260260337
IDA only,IDX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,1.99971564728061
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.958592342036422
Ireland,IRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Iceland,ISL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Italy,ITA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0179568004778255
Jamaica,JAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Jordan,JOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.006227638601034
Japan,JPN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0018377154582918
Kazakhstan,KAZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.7529078407854
Kenya,KEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Kyrgyz Republic,KGZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.235383762515113
Kiribati,KIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
St. Kitts and Nevis,KNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
"Korea, Rep.",KOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Kuwait,KWT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,29.4617406078349
Latin America & Caribbean (excluding high income),LAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,1.70153664578189
Lao PDR,LAO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Lebanon,LBN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Libya,LBY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,23.3800871906808
St. Lucia,LCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Latin America & Caribbean,LCN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.29040878443204
Least developed countries: UN classification,LDC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.88771382797659
Low income,LIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.131991110877798
Sri Lanka,LKA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Lower middle income,LMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,3.3494168357883
Low & middle income,LMY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.7697596671738
Lesotho,LSO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Late-demographic dividend,LTE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,3.39413373068602
Luxembourg,LUX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
"Macao SAR, China",MAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Morocco,MAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0037455555608193
Madagascar,MDG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Maldives,MDV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Middle East & North Africa,MEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,20.62081220073
Mexico,MEX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.93321616390688
Middle income,MIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.74337893595688
North Macedonia,MKD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Mali,MLI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Malta,MLT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Myanmar,MMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.166240080211683
Middle East & North Africa (excluding high income),MNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,10.5751413601658
Mongolia,MNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Mozambique,MOZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Mauritania,MRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Mauritius,MUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Malawi,MWI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Malaysia,MYS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.66482867586176
North America,NAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.537894692717556
Namibia,NAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
New Caledonia,NCL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Niger,NER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Nigeria,NGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,17.1159729434858
Nicaragua,NIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Netherlands,NLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0371118379922799
Norway,NOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.13652506303529
Nepal,NPL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
New Zealand,NZL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.385635023227216
OECD members,OED,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.304670737472728
Oman,OMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,33.2059915101745
Other small states,OSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,9.15889656528332
Pakistan,PAK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.61407482051813
Panama,PAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Peru,PER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,1.28650739506593
Philippines,PHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0559627144774633
Papua New Guinea,PNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,5.11691438219252
Poland,POL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0086220572625321
Pre-demographic dividend,PRE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,6.40633514665066
Puerto Rico,PRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Portugal,PRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Paraguay,PRY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Pacific island small states,PSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Post-demographic dividend,PST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.252554757099102
French Polynesia,PYF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Qatar,QAT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,28.6086910050894
Romania,ROU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,1.37604830177055
Russian Federation,RUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.21717094269178
Rwanda,RWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
South Asia,SAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.802122607181012
Saudi Arabia,SAU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,33.6203631941459
Sudan,SDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0171697908496387
Senegal,SEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0003551757030177
Singapore,SGP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Solomon Islands,SLB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Sierra Leone,SLE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
El Salvador,SLV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Sub-Saharan Africa (excluding high income),SSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,3.15900133126361
Sub-Saharan Africa,SSF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,3.15498868533705
Small states,SST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,7.46249421195096
Suriname,SUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.92940173841195
Slovak Republic,SVK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0241127357405966
Sweden,SWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,1.80223442701234e-05
Eswatini,SWZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Seychelles,SYC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Syrian Arab Republic,SYR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,8.03127029351361
Chad,TCD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.73529804403605
Europe & Central Asia (IDA & IBRD countries),TEC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.53855259378098
Togo,TGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Thailand,THA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.194201822754624
Tajikistan,TJK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.143394271792223
Turkmenistan,TKM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,17.283966134259
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.40152465251534
Middle East & North Africa (IDA & IBRD countries),TMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,10.5751413601658
Tonga,TON,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
South Asia (IDA & IBRD),TSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.802122607181011
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,3.15498868533705
Trinidad and Tobago,TTO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,10.0463301747107
Tunisia,TUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,3.88807311663196
Turkiye,TUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.135134244573752
Tuvalu,TUV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Tanzania,TZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Uganda,UGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Ukraine,UKR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.255037834504325
Upper middle income,UMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,2.51587716660023
Uruguay,URY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
United States,USA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.47950280562962
Uzbekistan,UZB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,1.55894377983206
St. Vincent and the Grenadines,VCT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
"Venezuela, RB",VEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,16.5031358906285
Vietnam,VNM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,4.73538622778394
Vanuatu,VUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
World,WLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.939822044591536
Samoa,WSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
"Yemen, Rep.",YEM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,15.5652872176938
South Africa,ZAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0201899048988854
Zambia,ZMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Zimbabwe,ZWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1991,0.0
Aruba,ABW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Africa Eastern and Southern,AFE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0643216796346804
Africa Western and Central,AFW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,9.8140320400276
Albania,ALB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.3379212927435
Arab World,ARB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,19.5189130715748
United Arab Emirates,ARE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,20.2646513881154
Argentina,ARG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.961970786254243
Armenia,ARM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Antigua and Barbuda,ATG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Australia,AUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.665298973023515
Austria,AUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0280982757473363
Azerbaijan,AZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,31.3515193326185
Burundi,BDI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Belgium,BEL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Benin,BEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.926387425842416
Burkina Faso,BFA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Bangladesh,BGD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0145799078455192
Bulgaria,BGR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0227252471276082
Bahrain,BHR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,18.5701482998413
"Bahamas, The",BHS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Belize,BLZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Bermuda,BMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Bolivia,BOL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,1.39982520929885
Brazil,BRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.670636254498718
Barbados,BRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.2418218598489
Brunei Darussalam,BRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,16.5843836050652
Bhutan,BTN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Botswana,BWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Central African Republic,CAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Canada,CAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,1.11641386947305
Central Europe and the Baltics,CEB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.188437686631254
Switzerland,CHE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Chile,CHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.110897842992227
China,CHN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.68229977836296
Cote d'Ivoire,CIV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.212836324006295
Cameroon,CMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.84210405742048
"Congo, Dem. Rep.",COD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.848329232889301
"Congo, Rep.",COG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,25.0394351351712
Colombia,COL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.64554299326416
Comoros,COM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Cabo Verde,CPV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Costa Rica,CRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Caribbean small states,CSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.82842924117716
Cuba,CUB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.343194845974646
Cyprus,CYP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Czechia,CZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0134974883895314
Germany,DEU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0073556064774573
Djibouti,DJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Dominica,DMA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Denmark,DNK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.289133685408409
Dominican Republic,DOM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Algeria,DZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,12.2012713104695
East Asia & Pacific (excluding high income),EAP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.48736286836051
Early-demographic dividend,EAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,5.26808860493902
East Asia & Pacific,EAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.38462646433543
Europe & Central Asia (excluding high income),ECA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.54618934617117
Europe & Central Asia,ECS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.346988531001438
Ecuador,ECU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,6.96186511862294
"Egypt, Arab Rep.",EGY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,9.97510566853468
Euro area,EMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0126944136819948
Eritrea,ERI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Spain,ESP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0084379830639596
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.024215884586421
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,9.63372048768047
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0103638064609771
"Micronesia, Fed. Sts.",FSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Gabon,GAB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,25.2956983104108
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.44464710762726
Georgia,GEO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0769082307702327
Ghana,GHA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0974270991682238
Guinea,GIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
"Gambia, The",GMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Guinea-Bissau,GNB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Equatorial Guinea,GNQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,12.0166203553993
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0248365709451413
Grenada,GRD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Greenland,GRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Guatemala,GTM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.236139092357474
Guyana,GUY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
High income,HIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.551802458966978
"Hong Kong SAR, China",HKG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Honduras,HND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Heavily indebted poor countries (HIPC),HPC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,1.02572037584794
Haiti,HTI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Hungary,HUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.209061338648538
IBRD only,IBD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.86331621517411
IDA & IBRD total,IBT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.96316364386324
IDA total,IDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,4.12151023352753
IDA blend,IDB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,7.16757453618504
Indonesia,IDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,3.94747374792516
IDA only,IDX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,2.10136246109402
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.891776556554358
Ireland,IRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
"Iran, Islamic Rep.",IRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,28.9910591395951
Iceland,ISL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Italy,ITA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0223760178909074
Jamaica,JAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Jordan,JOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0018625305332934
Japan,JPN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.001459622036665
Kazakhstan,KAZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,4.53975938829686
Kenya,KEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Kyrgyz Republic,KGZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.228305179461206
Cambodia,KHM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Kiribati,KIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
St. Kitts and Nevis,KNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
"Korea, Rep.",KOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Kuwait,KWT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,40.3914413930017
Latin America & Caribbean (excluding high income),LAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,1.42239386839057
Lao PDR,LAO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Lebanon,LBN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Libya,LBY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,23.1741631667178
St. Lucia,LCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
Latin America & Caribbean,LCN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,1.95141536636165
Least developed countries: UN classification,LDC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.947265337139786
Low income,LIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.112809257589566
Sri Lanka,LKA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1992,0.0
